zinc,smile
ZINC85596783,CCCCCC(CC(OC(=O)C12CCCCC1CCC(=O)N2)C1(Cc2ccc(O)c(OC)c2)CC[NH2+]CC1)OC(C)=O
ZINC15120654,CC(C)=CCCC(C)=CCc1c(=O)c2c(O)cc(O)cc2oc1-c1ccc(O)cc1O
ZINC85544128,C=C(C=CC=C(CO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1Cc2cccc(c2)CC(C)[NH2+]CC2=CC1CCC2
ZINC15120655,CC(C)=CCCC(C)=CCc1c(O)c(O)cc(-c2coc3cc(O)ccc3c2=O)c1O
ZINC85529984,COc1ccc2c(c1)N1C(=O)CC3OCC=C4C[NH+](C)CCC25C(=O)CC4C3C15
ZINC85596789,C[NH2+]CC(=O)OC(CC(OC(C)=O)C(CCCO)CCC(C)O)C1(Cc2ccc(O)c(OC)c2)CC[NH2+]CC1
ZINC85628939,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(C45CCCC4C4CCCC6=NC([NH3+])c7cccc5c7C64)C=NC3=C2)c1
ZINC85491537,C[NH2+]CCC(=O)OC=C1CCC2C(C(=O)CC3C(C)(C)C(OC(=O)CC(C)(C)O)CCC23C)C1C
ZINC85596791,CCCCCC(CCC)CC(CC(OC(=O)C12CCCCC1CCC(=O)N2)C1(Cc2ccc(O)c(OC)c2)CC[NH2+]CC1)OC(C)=O
ZINC85544136,C=C(C=CC=C(CO)C1CCC2(C1O)C1C3=C(C=O)CCCC3(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C[NH2+]C(C)Cc2cccc(c2)C1
ZINC33495750,CC1c2ccoc2CC2C1C(O)C(OC(=O)c1ccccc1)C1(O)C(C)(C)CCCC21C
ZINC85544139,C=C(C=CC=C(CO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C[NH2+]C(C)Cc2cccc(c2)C1
ZINC85628945,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(C45CCCC4CC4C=NC(N)c6cccc5c64)C=NC3=C2)c1
ZINC85596796,CCCCCC(CC(OC(=O)C(C[NH2+]C)NC)C1(Cc2ccc(O)c(OC)c2)CC[NH2+]CC1)OC(C)=O
ZINC85544141,C=C(C=CC=C(CO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C[NH2+]C(CC[NH2+]C)Cc2cccc(c2)C1
ZINC85596799,CCC1(CCC(CC(OC(=O)C(C[NH2+]C)NC)C2(Cc3ccc(O)c(OC)c3)CC[NH2+]CC2)OC(C)=O)CCCC1
ZINC85596800,CCCCCC(CCC)CC(CC(OC(=O)C(C[NH2+]C)NC)C1(Cc2ccc(O)c(OC)c2)CC[NH2+]CC1)OC(C)=O
ZINC85628951,CCCC(O)CC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4cccc5c4CCNC5[NH3+])C=NC3=C2)c1
ZINC85544147,C=C(C=CC=C(C(O)CCc1ccccc1)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C[NH2+]C(C)Cc2cccc(c2)C1
ZINC85544149,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1Cc2cccc(c2)CC(C)[NH2+]C(O)C2=CC1CCC2
ZINC85596806,CCCCCC(CC(OC(=O)C1CCCCC1)C1(Cc2ccc(O)c(OC)c2)CC[NH2+]C(O)C1)OC(C)=O
ZINC85628960,NC([NH3+])c1cccc(CC2=C3C=[N+](COc4cc(CCC(=O)CC(O)CC(O)CCC5CCCCC5)ccc4O)C=C3N=C2)c1
ZINC85544154,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1CC=C(C)C(O)[NH2+]C(C)Cc2cccc(c2)C1
ZINC85628961,CCCCCC(C(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4cc(C(N)[NH3+])ccc4CO)C=NC3=C2)c1)C(O)CC(O)CCC
ZINC85596809,CCCCCC(CC(OC(=O)C1(CCOC)CCCCC1)C1(Cc2ccc(O)c(OC)c2)CC[NH2+]CC1)OC(C)=O
ZINC85596812,CCCCC(CCCO)C(CC(OC(=O)C[NH2+]C)C1(Cc2ccc(O)c(OC)c2)CC[NH2+]CC1)OC(C)=O
ZINC85628968,CCCC(O)CC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4cccc5c4CC=NC5N)C=NC3=C2)c1
ZINC42806168,CCCCCCCC(O)C1CCC(C(O)CCCCCCCCCCC(O)CC(=O)CCC(O)CC2=CC(C)OC2=O)O1
ZINC85544165,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C1=C(C=O)CCCC1CC2(O)CC[NH2+]C)C1CC=C(C)C(O)[NH2+]C(C)Cc2cccc(c2)C1
ZINC85491570,CC(C(=O)[O-])C(=O)C1(O)C2=CCC3=C2C2C(C(C)C1C[NH+]=C(N)N)C1(C)CC(=O)C4=C5C1(C)C2(O)C(=CC5(O)C(C=Cc1ccccc1)C1C(C)(C)C(=O)CCC41C)C3
ZINC85628972,CCCCCC(C(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(C4(c5cccc(C(N)[NH3+])c5)CCCC4)C=NC3=C2)c1)C(O)CC(O)CCC
ZINC85596818,CCCCCC(OC(C)=O)C1(C(OC(=O)C2CCCCC2)C2(Cc3ccc(O)c(OC)c3)CC[NH2+]CC2)CCCC1
ZINC85596819,CCCCC(CCCO)C(CC(OC(=O)C1CCCCC1)C1(Cc2ccc(O)c(OC)c2)CC[NH2+]CC1)OC(C)=O
ZINC15120682,COc1cc2c(cc1O)oc1cc(O)c(CC=C(C)CCC=C(C)C)c(O)c1c2=O
ZINC85544172,C=C(C=CC=C(C(O)CCc1ccccc1)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1CC=C(C)C(O)[NH2+]C(C)Cc2cccc(c2)C1
ZINC08234241,CCCCCCCCCCCC(=O)OC12CC(C)C3(O)C4C=C(C)C(=O)C4(O)C(O)C4(CO)OC4C3C1C2(C)C
ZINC85628979,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4c(CO)ccc5c4CCNC5[NH3+])C=NC3=C2)c1
ZINC85491586,CC(=CC1(O)C2=CCC3=C2C2C4(O)C(=CC5(O)C6=C7C(=O)CC(C)(C28C=CC([NH+]=C(N)N)C1C8C)C64CCC#CCC1(C)C(=O)CCC7(C)C1C5C=Cc1ccccc1)C3)C(=O)[O-]
ZINC85628984,CCCC(O)CC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4cccc(C(N)[NH3+])c4)C=NC3=C2)c1
ZINC14636455,Cc1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cc(CO)cc31)c1cccc(O)c1C2=O
ZINC14636463,Cc1cc(O)c2c(c1)C(C1c3cccc(O)c3C(=O)c3c(O)cc(CO)cc31)c1cc(O)cc(O)c1C2=O
ZINC85491591,CC(=CC1(O)C2=CCC3=C2C2C4(O)C(=CC5(O)C6=C(C(=O)C7CCCCC8C1C([NH+]=C(N)N)C=CC28C7(C)C64C)C1(C)CCC(=O)C(C)(C)C1C5C=Cc1ccccc1)C3)C(=O)[O-]
ZINC85544186,C=C(C=CC=C(COCO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1CC=C(C)C[NH2+]C(C)Cc2cccc(c2)C1
ZINC85596830,CCCCCC(CC(OC(=O)C1CCCCC1)C1(Cc2ccc(O)c3c2CCCO3)CC[NH2+]CC1)OC(C)=O
ZINC85596832,COc1cc(CC2(C(CC(CCCC(C)O)OC(C)=O)OC(C)=O)CC[NH2+]CC2)ccc1O
ZINC85628991,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4c(CO)ccc5c4CC=NC5N)C=NC3=C2)c1
ZINC85544189,C=C(C=CC=C(COCC)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1CC=C(C)C[NH2+]C(C)Cc2cccc(c2)C1
ZINC71294458,CC(C)=CCC12OC(C)(C)C3CC(C=C4C(=O)c5c(O)cc(O)cc5OC431)C2=O
ZINC85544193,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1CC=C(C)C[NH2+]C(C2CCCCC2)Cc2cccc(c2)C1
ZINC85596835,CCCCCC(CC(OC(=O)C1CCCCC1)C1(Cc2ccc(O)c(OC)c2)CC[NH2+]CC1)OC(C)=O
ZINC85491605,CC(=CC1(O)C2=CCC3=C2C2C4C(CCCCC5C(=O)C6=C7C(C)(C45C)C2(O)C(=CC7(O)C(C=Cc2ccccc2)C2C(C)(C)C(=O)CCC62C)C3)C1C[NH+]=C(N)N)C(=O)[O-]
ZINC85544201,C=C(C=CC=C(C(O)CCCCC)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)C1CC=C(C)C[NH2+]C(C)Cc2cccc(c2)C1
ZINC13310993,CC(C)=CCCC(C)=CCc1c(O)cc2oc3cc(O)c4c(c3c(=O)c2c1O)C=CC(C)(C)O4
ZINC85596840,CCCCCC(CCC)CC(CC(OC(=O)C[NH2+]C)C1(Cc2ccc(O)c(OC)c2)CC[NH2+]CC1)OC(C)=O
ZINC85629003,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4cc(C(N)[NH3+])ccc4CO)C=NC3=C2)c1
ZINC85544206,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1CC=C(C)C[NH2+]C(C2CCCC2)Cc2cccc(c2)C1
ZINC85596842,CCCCCC(CC(OC(C)=O)C1(Cc2ccc(O)c(OC)c2)CC[NH2+]C(O)C1)OC(C)=O
ZINC15120702,CC(C)=CCCC(C)=CCc1c(O)cc(O)c2c(=O)c(-c3ccc(O)cc3)coc12
ZINC85596844,CCCCC(CCCO)C(CC(OC(C)=O)C1(Cc2ccc(O)c(OC)c2)CC[NH2+]CC1)OC(C)=O
ZINC15120703,COc1ccc(-c2coc3c(CC=C(C)CCC=C(C)C)c(O)cc(O)c3c2=O)cc1
ZINC02151115,C=C1CCC2C(C)(C)C(OC(C)=O)CCC2(C)C1COc1ccc2ccc(=O)oc2c1
ZINC85596846,CCCCCC(OC(C)=O)C1(C(OC(C)=O)C2(Cc3ccc(O)c(OC)c3)CC[NH2+]CC2)CCCC1
ZINC85491618,CC(=CC1(O)C2=CCC3=C2C2C(C(C)C1C[NH+]=C(N)N)C1(C)CC(=O)C4=C5C1(C)C2(O)C(=CC5(O)C(C=Cc1ccccc1)C1C(C)(C)C(=O)CCC41C)C3)C(=O)[O-]
ZINC85544215,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1CC=C(C)C[NH2+]C(C)Cc2cccc(c2)C1CCc1ccccc1
ZINC85629011,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(C4(c5cccc(C(N)[NH3+])c5)CCCC4)C=NC3=C2)c1
ZINC85544217,C=C(C=CC=C(C(O)CCCCC)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1CC=C(C)C(O)[NH2+]C(C)Cc2cccc(c2)C1
ZINC85491622,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(O)C4(C)C)C3(C)C(=O)CC12C
ZINC85596854,CCCCCC(CC(OC(=O)CCCOC)C1(Cc2ccc(O)c(OC)c2)CC[NH2+]CC1)OC(C)=O
ZINC14509669,COC(=O)C(C)=CC=CC1(C)OC(=O)C23CCC1C2(OC(C)=O)CCC(C(=O)OC)=CC3
ZINC04097597,CCCCCC#CC=CC=CCCC=CC(=O)NCC(C)C
ZINC85491629,CC(C(=O)[O-])=C1CCC2([NH+]=C(N)N)C=CC3(CC4(O)C=CC5(O)C6=C(C(=O)CC3(C)C64C)C3(C)CCC(=O)C(C)(C)C3C5C=Cc3ccccc3)C(C)C2C1O
ZINC14927255,COc1cc(C(=O)C2COC(c3cc(OC)c(O)c(OC)c3)C2CO)cc(OC)c1O
ZINC85544224,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1CC=C(C)C[NH2+]C(CC[NH2+]C)Cc2cccc(c2)C1
ZINC85491634,CC(=CC1(O)C2=CCC3=C2C2C(C(C4CCCC4)C1C[NH+]=C(N)N)C1(C)CC(=O)C4=C5C1(C)C2(O)C(=CC5(O)C(C=Cc1ccccc1)C1C(C)(C)C(=O)CCC41C)C3)C(=O)[O-]
ZINC85592493,COc1cc2cc(C3CCCC3)c(C(C)=O)c(O)c2c(OC2OC(COCC3=C4C=CC=C[CH2+]4N=C3)C(O)C(O)C2O)c1
ZINC85544237,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C1=C(C=O)CCCC1CC2(O)CC[NH2+]C)C1CC=C(C)C[NH2+]C(C)Cc2cccc(c2)C1
ZINC85629030,CCCCCC(C(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4cccc(C(N)[NH3+])c4)C=NC3=C2)c1)C(O)CC(O)CCC
ZINC44360102,CCCCCCCCCCCCC(O)C1CCC(C(O)CCCC(=O)CCCCCCCCC2=CC(C)(O)OC2=O)O1
ZINC85491645,CC(O)CC(C(=O)[O-])C(=O)C(O)C(C[NH+]=C(N)N)C(C)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1
ZINC85544239,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1CC=C(C)C[NH2+]C(C)Cc2cccc(c2)C1
ZINC85596865,CCCCCC(CCC)CC(CC(OC(C)=O)C1(Cc2ccc(O)c(OC)c2)CC[NH2+]CC1)OC(C)=O
ZINC85491647,CC1C(C2(O)C=C(C(=O)[O-])CCC2)C([NH+]=C(N)N)C=CC12CC1(O)C=CC3(O)C4=C(C(=O)CC2(C)C41C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1
ZINC13377758,c1ccc(CSSSCSSSCc2ccccc2)cc1
ZINC85596870,COc1cc(CCC(OC(C)=O)C2(C(CCCC(C)O)OC(C)=O)CCCC2)ccc1O
ZINC85629040,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4cccc5c4CCNC5[NH3+])C=NC3=C2)c1
ZINC85544246,C=C(C=CC=C(C(O)CCc1ccccc1)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1CC=C(C)C[NH2+]C(C)Cc2cccc(c2)C1
ZINC85544249,C=C(C=CC=C(CO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]C(C)Cc1ccccc1
ZINC85491658,C[NH2+]CCC(C(=O)[O-])C(=O)C(O)C(C[NH+]=C(N)N)C(C)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1
ZINC85629045,CCCCCC(O)C(CCCCC)C(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4cc(C(N)[NH3+])ccc4CO)C=NC3=C2)c1
ZINC85491661,CC(C(C[NH+]=C(N)N)C1(O)CCCC(C(=O)[O-])C1=O)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1
ZINC85629050,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4cccc5c4CC=NC5N)C=NC3=C2)c1
ZINC59774507,CC(C)=CCc1cc(CC(O)C(=O)c2cc(CC=C(C)C)c(O)cc2O)ccc1O
ZINC85602889,CCCCCCCCCCCCCC1=C(OC(C)=O)C(=O)C(C)=C(OC)C1=O
ZINC85629053,CCCCCC(O)C(CCCCC)C(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(C4(c5cccc(C(N)[NH3+])c5)CCCC4)C=NC3=C2)c1
ZINC85491668,CC(C(=O)[O-])C(=O)C(O)C(C[NH+]=C(N)N)C1CCCCC2C(=O)C3=C4C5(C)C(O)(C=CC4(O)C(C=Cc4ccccc4)C4C(C)(C)C(=O)CCC34C)CC1C25C
ZINC85491670,CC(=CC(O)C1C([NH+]=C(N)N)C=CC23CC4(O)C=CC5(O)C6=C(C(=O)C(CCCCC12)C3(C)C64C)C1(C)CCC(=O)C(C)(C)C1C5C=Cc1ccccc1)C(=O)[O-]
ZINC85544261,C=C(C=CC=C(COCC)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]C(C)CCOC
ZINC14593512,Cc1ccc2c(c1)-c1cc(C3COc4cc(O)c(C)c(O)c4C3=O)c(O)cc1OC2(C)C
ZINC85602892,CCCCCCCCCCCCCC1=C(OC)C(=O)C(C)=C(OC(C)=O)C1=O
ZINC26189526,O=C1CC(c2ccc(O)c(O)c2)Oc2c1c(O)cc(O)c2C1C(=O)c2c(O)cc(O)cc2OC1c1ccc(O)cc1
ZINC85629059,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4cccc(C(N)[NH3+])c4)C=NC3=C2)c1
ZINC85544267,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)CC1C=C(C[NH2+]C(C)CCOC)CCC1
ZINC16343403,COC(=O)C1(C)CCCC2(C)C3CCC(=CC(=O)OCC[NH+](C)C)C(C)C3C(=O)C(O)C12
ZINC85491680,CC(=CC(O)C1C(C)C2(C=CC1[NH+]=C(N)N)CC1(O)C=CC3(O)C4=C(C(=O)CC2(C)C41C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1)C(=O)[O-]
ZINC85596886,CCCCCC(CCC)CC(CC(CCc1ccc(O)c(OC)c1)OC(=O)C[NH2+]C)OC(C)=O
ZINC85491685,CC(=CC(O)C1C(C)C2(C=CC1[NH+]=C(N)N)CC1(O)C=CC3(O)C4=C5C(=O)CC2(CCCCCC52CCC(=O)C(C)(C)C2C3C=Cc2ccccc2)C41C)C(=O)[O-]
ZINC85629072,CC1C=CC(C(O)CC(=O)CCc2ccc(O)c(OC3CCCC4(CCCC4)C3)c2)CC1
ZINC85544278,C=C(C=CC=C(COCCO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]CC
ZINC85491688,CC(C(=O)[O-])C(=O)C(O)C(C[NH+]=C(N)N)C(C)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1
ZINC85596888,CCCCCC(CC(OC(C)=O)C(CO)Cc1ccc(O)c(OC)c1)OC(C)=O
ZINC49899417,CC=C(C)C(=O)OC1CC2(C)C(C3CC(C4OC4(C)C)OC3OC(C)=O)CCC2(C)C2CC=C3C(C)(C)C(=O)CC(O)C3(C)C12
ZINC85629078,CCCCCC(O)C(CCCCC)C(=O)CCc1ccc(O)c(OC[N+]2=CC3=C(Cc4cccc(C(N)[NH3+])c4)C=NC3=C2)c1
ZINC85629082,CCCC(O)CC(O)CC(=O)CCc1ccc(O)c(OC2CCCC3(CCCC3)C2)c1
ZINC59586013,CC(C)(O)CCc1cc(C2CC(=O)c3ccc4c(c3O2)CCC(C)(C)O4)cc2c1OC(C)(C)CC2
ZINC85629083,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC2CCC(CC(C)C)C3=C4C=CN=C4C=[N+]32)c1
ZINC85544290,C=C(C=CC=C(COCC)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]CC
ZINC85491700,CC(=CC(O)C1C(C)C2(C=CC1[NH+]=C(N)N)CC1(O)C=CC3(O)C4=C(C(=O)CC2(C2CCCC2)C41C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1)C(=O)[O-]
ZINC85544292,C=C(C=CC=C(CO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]CC1CCCCC1
ZINC85596894,CCCCCC(CC(CCc1ccc(O)c(OC)c1)OC(=O)CCCOC)OC(C)=O
ZINC85629089,CC(C)CCC1=C2C=CN=C2C=[N+]1COc1cc(CCC(=O)CC(O)C2C=CC(C)CC2)ccc1O
ZINC14642669,COc1cc(C(=O)OC2Cc3c(O)cc(O)cc3OC2c2ccc(O)c(O)c2)cc(OC)c1O
ZINC15159148,CC(=O)OC1(C)C(=O)C2OC(=O)C3(C)CCCC(C)(C23)C1(O)CCc1ccoc1
ZINC85544301,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1(CC=C(C)C[NH2+]C(C)CCOC)CCCC1
ZINC85629100,CCCC(O)CC(O)CC(=O)CCc1ccc(O)c(OCn2cc3c(c2=CCC(C)C)=CC=N3)c1
ZINC85596898,CNC1=[NH+]CSSCC2CCCC2(Cc2ccc(O)c(OC)c2)C(=O)C=CCC2(CCCC2)c2cc(c(O)c(OC3(C[NH2+]C)CCC(CC(O)OCCCO)C3)c2)N1
ZINC85596899,CNC1=[NH+]CSSC2C=CC3CCC2C3(Cc2ccc(O)c(OC)c2)C(=O)C=CCC2(CCCC2)c2cc(c(O)c(OC3(C[NH2+]C)CCC(CC(O)OC)C3)c2)N1
ZINC85491717,CC(C(=O)[O-])=C1CCC2([NH+]=C(N)N)C=CC3(CC(O)C4(C)C5=C(C(=O)CC43C)C3(C)CCC(=O)C(C)(C)C3C(C=Cc3ccccc3)C5O)C(C)C2C1O
ZINC85596900,CNC1=[NH+]CSSCC2CCCC2(Cc2ccc(O)c(OC)c2)C(=O)C=CCC2(CCCC2)c2cc(c(O)c(OC3(C[NH2+]C)CCC(CC(O)OC)C3)c2)N1
ZINC85596901,CNC1=Nc2cc(cc(OC3(C[NH2+]C)CCC(CC(O)OC)C3)c2O)CC(C(C)C)C=CC(=O)C2(Cc3ccc(O)c(OC)c3)CCCC2CC#CN1
ZINC85629109,CCCCCC(O)CC(=O)CCc1ccc(O)c(OC2CC3(CCCC3)CCC2Cc2ccccc2)c1
ZINC85544314,C=C(C=CC=C(CO)C1CCC2(C1O)C(CCCO)C1=C(C=O)CCCC1CC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]C(C)CCOC
ZINC49898204,CCCCCC(=O)OC1CC2(C)C(=CCC2C2CC(C3OC3(C)C)OC2OC(C)=O)C2(C)C(OC(C)=O)CC3C(C)(C)C(=O)C=CC3(C)C12
ZINC85491727,CC(C(C[NH+]=C(N)N)C1(O)C=C(C(=O)[O-])CCC1)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1
ZINC85596902,CNC1=[NH+]CSSCC2CCCC2(Cc2ccc(O)c(OC)c2)C(=O)C=CCC2(CCCC2)c2cc(c(O)c(OC3(C[NH2+]C)CCC(CC(O)OC4CCCCC4)C3)c2)N1
ZINC85491729,CC(=CC(O)C(C[NH+]=C(N)N)C1CCCCC2C(=O)C3=C4C5(C)C(O)(C=CC4(O)C(C=Cc4ccccc4)C4C(C)(C)C(=O)CCC34C)CC1C25C)C(=O)[O-]
ZINC40875127,CC(CCC(=O)[O-])C1CC(=O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(O)C(C)(C)C1CC3O
ZINC85544320,C=C(C=CC=C(C(O)CCCCC)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)C1CC=C(C)C[NH2+]C(C)Cc2cccc(c2)C1
ZINC85629121,CCCCCC(O)CC(=O)CCc1ccc(O)c(OCn2cc3c(c2=CCC(C)C)=C(CCCOC)C=N3)c1
ZINC85596903,CNC1=Nc2cc(cc(OC3(C[NH2+]C)CCC(CCOC[NH2+]CC(C)O)C3)c2O)CC(C(C)C)C=CC(=O)C2(Cc3ccc(O)c(OC)c3)CCCC2CC#CN1
ZINC85629127,CC1(CCCC(O)CC(=O)CCc2ccc(O)c(OC3CCCC4(CCCC4)C3)c2)CCCC1
ZINC85544330,C=C(C=CC=C(C(O)CCc1ccccc1)C1CCC2(C1O)C(CCCO)C(=C(C)C=O)CCC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]C(C)CCOC
ZINC85596908,CCCCCC1C=CC(=O)C2(Cc3ccc(O)c(OC)c3)CCCC2CSSC[NH+]=C(NC)Nc2cc(cc(OC3(C[NH2+]C)CCC(CC(O)OC)C3)c2O)C1
ZINC85491745,CC(=CC(O)C(C[NH+]=C(N)N)C(C)C1CC2(O)C=CC3(O)C4=C(C(=O)CC1(C)C42C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1)C(=O)[O-]
ZINC85544334,C=C(C=CC=C(CO)C1CCC23C4C(=C(C)C=O)C(C=CC4(CCO)C=CC12O)CC3(O)CC[NH2+]C)CCC=C(C)C[NH2+]CC
ZINC42803236,CC12CCC3C(C)(CCC(O)C3(C)C(=O)[O-])C1CCC1C3(C)CCC(O)C(C)(CO)C3CC(O)C1(O)C2
ZINC85544337,C=C(C=CC=C(CO)C1CCC2(C1O)C1C(=C(C)C=O)C(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]CC
ZINC85596911,CNC1=[NH+]CSSCC2CCCC2(Cc2ccc(O)c(OC)c2)C(=O)C=CC(C(C)C)Cc2cc(c(O)c(OC3(C[NH2+]C)CCC(CC(O)OC)C3)c2)N1
ZINC85596912,CNC1=[NH+]CSSCC2CCCC2(Cc2ccc(O)c(OC)c2)C(=O)C=CCCc2cc(c(O)c(OC3(C[NH2+]C)CCC(CC(O)OCCCO)C3)c2)N1
ZINC85629141,CC(C)CCC1=C2C=CN=C2C=[N+]1COc1cc(CCC(=O)CC(O)CCCCC2CCCCC2)ccc1O
ZINC85491755,CC(=CC(O)C1C(C)C2(C=CC1[NH+]=C(N)N)CC1(O)CCC3(O)C4=C(C(=O)CC2(C)C41C)C1(C)CCC(=O)C(C)(C)C1C3C=Cc1ccccc1)C(=O)[O-]
ZINC85544345,C=C(C=CC=C(CO)C1CCC2(C1O)C1C3=C(C=O)CCCC3(C=CC1CCO)CC2(O)CC[NH2+]C)CCC=C(C)C[NH2+]CC
ZINC85629144,CC(C)CCC1=C2C=CN=C2C=[N+]1COc1cc(CCC(=O)CC(O)CCCC2(C)CCCC2)ccc1O
ZINC85596917,CNC1=[NH+]CSSCC2CCCC2(Cc2ccc(O)c(OC)c2)C(=O)C=CCCc2cc(c(O)c(OC3(C[NH2+]C)CCC(CC(O)OC)C3)c2)N1
ZINC85596918,CNC1=[NH+]CSSCC2CCCC2(Cc2ccc(O)c(OC)c2)C(=O)C=CCCc2cc(c(O)c(OC3(C[NH2+]C)CCC(CC(O)OC4CCCCC4)C3)c2)N1
